Main Category,Test Plan Name,TC Name,Test Level,Mode,Comments,Group Label
Acceptance,Acceptance,TC_DATA_SET_04,Regression2,auto,"        Failedbecause of afirst level exception - Needinvestigation 
",Group02
Interfaces,Port,TC_DATA_SET_422,Regression2,auto,Unanalyzed - Configuration of invalid interface reporting not failed,Group09
General_Management,Alarm,TC_DATA_SET_292,Regression2,auto,The actual samples in CSV is 289,Group06
General_Management,SNMP,TC_DATA_SET_260,Regression2,auto,"        Unanalyzed - TWAMP Operational status is not as expected 
",Group08
Interfaces,LLDP,TC_DATA_SET_179,Regression3,auto,The samples in CSV file is incorrect. Actual 298,Group06
Acceptance,Acceptance,TC_DATA_SET_357,Regression2,auto,"        Failed because of a first level exception - Need investigation 
",Group02
General_Management,SNMP,TC_DATA_SET_265,Regression3,auto,Unanalyzed - Two-Way Frame Delay min value = 0,Group07
General_Management,Alarm,TC_DATA_SET_172,Regression2,auto,Offload flag is enabled,Group01
Interfaces,Port,TC_DATA_SET_190,Regression2,auto,Unanalyzed - Expected a minimum of 3 records,Group10
General_Management,SNMP,TC_DATA_SET_460,Regression2,auto,Unanalyzed - Two-Way Frame Delay min value is still 0,Group07
General_Management,Alarm,TC_DATA_SET_351,Regression2,auto,Need investigation - Failed because of a first level exception,Group02
